number_id,name,slug,description,price,available,stock,created_at,updated_at,image
165,Solar_Power_Panel,Slug165,Select and compare the latest features and innovations available in the new All other products.,897,1,353,2010-06-25,2010-06-26,/products/2018/06/11/c.jpg
166,Solar_Panel_Poly_and_Mono,Slug166,Change the old habbit that you are forced with old system.We deliver the new and better system,1477,1,160,2010-06-26,2010-06-27,/products/2018/06/11/e.jpg
167,Solar_Panel,Slug167,The retail veterans who once decided what to sell best prodcut in the world,877,1,213,2010-06-27,2010-06-28,/products/2018/06/11/c.jpg
168,Solar_Power_Panels,Slug168,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1148,1,439,2010-06-28,2010-06-29,/products/2018/06/11/e.jpg
169,Solar_Panel,Slug169,They are known for the performance and the quality.They Promise you best and always deliver.,678,1,224,2010-06-29,2010-06-30,/products/2018/06/11/f.jpg
170,Tata_Power_Solar_and_Su-Kam_Solar_Panel,Slug170,Change the old habbit that you are forced with old system.We deliver the new and better system,1574,1,42,2010-06-30,2010-07-01,/products/2018/06/11/a.jpg
171,Solar_Rooftop_Panel,Slug171,They are known for the performance and the quality.They Promise you best and always deliver.,4118,1,425,2010-07-01,2010-07-02,/products/2018/06/11/c.jpg
172,Solar_Panel,Slug172,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1647,1,260,2010-07-02,2010-07-03,/products/2018/06/11/b.jpg
173,Solar_Power_Panel,Slug173,Change the old habbit that you are forced with old system.We deliver the new and better system,975,1,250,2010-07-03,2010-07-04,/products/2018/06/11/e.jpg
174,Solar_Panels,Slug174,They are known for the performance and the quality.They Promise you best and always deliver.,3254,1,6,2010-07-04,2010-07-05,/products/2018/06/11/g.jpg
175,Solar_Panel,Slug175,The retail veterans who once decided what to sell best prodcut in the world,2487,1,376,2010-07-05,2010-07-06,/products/2018/06/11/i.jpg
176,"REC_Solar_Panel,_Warranty:_10_-_25_Years**",Slug176,Change the old habbit that you are forced with old system.We deliver the new and better system,3753,1,27,2010-07-06,2010-07-07,/products/2018/06/11/e.jpg
177,40_Watt_Solar_Panel,Slug177,Solve the Problem and make your system better,1362,1,334,2010-07-07,2010-07-08,/products/2018/06/11/h.jpg
178,Solar_Panel,Slug178,The retail veterans who once decided what to sell best prodcut in the world,4150,1,366,2010-07-08,2010-07-09,/products/2018/06/11/d.jpg
179,Commercial_Solar_Panel,Slug179,Select and compare the latest features and innovations available in the new All other products.,3223,1,270,2010-07-09,2010-07-10,/products/2018/06/11/d.jpg
180,Solar_Panel,Slug180,Select and compare the latest features and innovations available in the new All other products.,366,1,249,2010-07-10,2010-07-11,/products/2018/06/11/d.jpg
181,ATICO_Solar_Panels,Slug181,Select and compare the latest features and innovations available in the new All other products.,472,1,234,2010-07-11,2010-07-12,/products/2018/06/11/a.jpg
182,Waaree_315_WP_Solar_Panels,Slug182,Change the old habbit that you are forced with old system.We deliver the new and better system,559,1,209,2010-07-12,2010-07-13,/products/2018/06/11/d.jpg
183,Photovoltaic_Solar_Panel,Slug183,Solve the Problem and make your system better,1821,1,80,2010-07-13,2010-07-14,/products/2018/06/11/e.jpg
184,Solar_Panel,Slug184,They are known for the performance and the quality.They Promise you best and always deliver.,2333,1,59,2010-07-14,2010-07-15,/products/2018/06/11/d.jpg
185,Ladies_Sarees,Slug185,They are known for the performance and the quality.They Promise you best and always deliver.,3714,1,377,2010-07-15,2010-07-16,/products/2018/06/11/b.jpg
186,Causal_Printed_Saree,Slug186,They are known for the performance and the quality.They Promise you best and always deliver.,2931,1,92,2010-07-16,2010-07-17,/products/2018/06/11/e.jpg
187,Saree,Slug187,Change the old habbit that you are forced with old system.We deliver the new and better system,4234,1,316,2010-07-17,2010-07-18,/products/2018/06/11/g.jpg
188,"Casual_Wear,_Formal_Wear_Sarees",Slug188,The retail veterans who once decided what to sell best prodcut in the world,4426,1,295,2010-07-18,2010-07-19,/products/2018/06/11/f.jpg
189,Angi_Saree,Slug189,Solve the Problem and make your system better,1819,1,293,2010-07-19,2010-07-20,/products/2018/06/11/e.jpg
190,Sarees,Slug190,They are known for the performance and the quality.They Promise you best and always deliver.,1930,1,48,2010-07-20,2010-07-21,/products/2018/06/11/i.jpg
191,Saree,Slug191,They are known for the performance and the quality.They Promise you best and always deliver.,3969,1,425,2010-07-21,2010-07-22,/products/2018/06/11/g.jpg
192,Ladies_Saree,Slug192,Select and compare the latest features and innovations available in the new All other products.,2068,1,474,2010-07-22,2010-07-23,/products/2018/06/11/a.jpg
193,"Multiple_Zari_Border/_Patterns_Saree,_6.5m_With_Blouse_Piece",Slug193,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1578,1,301,2010-07-23,2010-07-24,/products/2018/06/11/a.jpg
194,Printed_Saree,Slug194,The retail veterans who once decided what to sell best prodcut in the world,711,1,136,2010-07-24,2010-07-25,/products/2018/06/11/b.jpg
195,Georgette_Saree,Slug195,Solve the Problem and make your system better,1828,1,86,2010-07-25,2010-07-26,/products/2018/06/11/g.jpg
196,Yashraj,Slug196,They are known for the performance and the quality.They Promise you best and always deliver.,2205,1,337,2010-07-26,2010-07-27,/products/2018/06/11/d.jpg
197,Multicolor_Silk_Thread_Wedding_&_Bridal_Wholesale_Designer_Saree,Slug197,Select and compare the latest features and innovations available in the new All other products.,615,1,4,2010-07-27,2010-07-28,/products/2018/06/11/a.jpg
198,"Light_Green_Silk_Ladies_Sarees,_With_Blouse_Piece",Slug198,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,253,1,451,2010-07-28,2010-07-29,/products/2018/06/11/i.jpg
199,"Jau_Fashion_Georgette_and_Silk_Ladies_Saree,_With_Blouse_Piece",Slug199,Solve the Problem and make your system better,4467,1,381,2010-07-29,2010-07-30,/products/2018/06/11/b.jpg
200,"Georgette_Wedding_Wear_And_Bridal_Wear_Saree,_With_Blouse_Piece",Slug200,Solve the Problem and make your system better,3460,1,35,2010-07-30,2010-07-31,/products/2018/06/11/a.jpg
201,Kesari_Exports_Purple_and_Red_Sarees,Slug201,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1747,1,129,2010-07-31,2010-08-01,/products/2018/06/11/i.jpg
202,Multi_Banarasi_Silk_Jacquard_Sethnic_Adaa_301-310_Partywear_Silk_Saree_Catalog_Designer_Pi...,Slug202,The retail veterans who once decided what to sell best prodcut in the world,2848,1,354,2010-08-01,2010-08-02,/products/2018/06/11/e.jpg
203,Sarees,Slug203,They are known for the performance and the quality.They Promise you best and always deliver.,233,1,150,2010-08-02,2010-08-03,/products/2018/06/11/h.jpg
204,Ladies_Saree,Slug204,Solve the Problem and make your system better,3859,1,458,2010-08-03,2010-08-04,/products/2018/06/11/d.jpg
205,Designer_Shaded_Sarees,Slug205,Select and compare the latest features and innovations available in the new All other products.,3309,1,57,2010-08-04,2010-08-05,/products/2018/06/11/d.jpg
206,Hot_Pink_Color_Faux_Chifon_Saree_Online,Slug206,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3593,1,304,2010-08-05,2010-08-06,/products/2018/06/11/h.jpg
207,Sarees,Slug207,Solve the Problem and make your system better,3941,1,326,2010-08-06,2010-08-07,/products/2018/06/11/h.jpg
208,Sarees,Slug208,Solve the Problem and make your system better,2802,1,242,2010-08-07,2010-08-08,/products/2018/06/11/d.jpg
209,Party_Wear_Vipul_Palette_Look_Series_Saree,Slug209,Select and compare the latest features and innovations available in the new All other products.,533,1,442,2010-08-08,2010-08-09,/products/2018/06/11/h.jpg
210,Sarees,Slug210,Solve the Problem and make your system better,4404,1,199,2010-08-09,2010-08-10,/products/2018/06/11/i.jpg
211,Saree,Slug211,Solve the Problem and make your system better,3180,1,412,2010-08-10,2010-08-11,/products/2018/06/11/c.jpg
212,T-Shirt_Printing_Machine(15x15),Slug212,The retail veterans who once decided what to sell best prodcut in the world,3156,1,93,2010-08-11,2010-08-12,/products/2018/06/11/e.jpg
213,"T-Shirt_Printing_Machine,_No_of_colours_4,_6,_8,_10,_12",Slug213,They are known for the performance and the quality.They Promise you best and always deliver.,1609,1,180,2010-08-12,2010-08-13,/products/2018/06/11/i.jpg
214,Printing_Machine,Slug214,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,2612,1,130,2010-08-13,2010-08-14,/products/2018/06/11/d.jpg
215,T_Shirt_Digital_Printing_Machine,Slug215,Select and compare the latest features and innovations available in the new All other products.,3180,1,181,2010-08-14,2010-08-15,/products/2018/06/11/e.jpg
216,Multicolor_Digital_T-Shirt_Printing_Machine,Slug216,The retail veterans who once decided what to sell best prodcut in the world,1307,1,247,2010-08-15,2010-08-16,/products/2018/06/11/i.jpg
217,Double_Plate_t-shirt_printing_machine,Slug217,They are known for the performance and the quality.They Promise you best and always deliver.,2575,1,435,2010-08-16,2010-08-17,/products/2018/06/11/h.jpg
218,Epson_Sure_Color,Slug218,They are known for the performance and the quality.They Promise you best and always deliver.,1269,1,374,2010-08-17,2010-08-18,/products/2018/06/11/c.jpg
219,T_Shirt_Heat_Press_Machine_15x15,Slug219,Change the old habbit that you are forced with old system.We deliver the new and better system,2299,1,450,2010-08-18,2010-08-19,/products/2018/06/11/e.jpg
220,Mug_And_T_Shirt_Printing_Machine,Slug220,Solve the Problem and make your system better,4377,1,6,2010-08-19,2010-08-20,/products/2018/06/11/g.jpg
221,Digital_T_Shirt_Printing_Machines,Slug221,Change the old habbit that you are forced with old system.We deliver the new and better system,1491,1,390,2010-08-20,2010-08-21,/products/2018/06/11/f.jpg
222,T_Shirt_Printing_Machine,Slug222,Select and compare the latest features and innovations available in the new All other products.,3404,1,65,2010-08-21,2010-08-22,/products/2018/06/11/h.jpg
223,T-Shirt_Printing_Machine,Slug223,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3031,1,287,2010-08-22,2010-08-23,/products/2018/06/11/g.jpg
224,T_Shirt_Printing_Machines,Slug224,Change the old habbit that you are forced with old system.We deliver the new and better system,1047,1,445,2010-08-23,2010-08-24,/products/2018/06/11/b.jpg
225,"Double_Color_And_Multicolor_T_Shirt_Printing_Press_5_In_1,_Capacity:_1-50_Pieces/hour_And_...",Slug225,Select and compare the latest features and innovations available in the new All other products.,4077,1,289,2010-08-24,2010-08-25,/products/2018/06/11/c.jpg
226,Automatic_6_In_1_T-Shirt_Printing_Machine,Slug226,They are known for the performance and the quality.They Promise you best and always deliver.,4336,1,46,2010-08-25,2010-08-26,/products/2018/06/11/f.jpg
227,Epson_SureColor_SC-F2000_Direct_to_Garment_(DTG)_Textile_Pri,Slug227,Change the old habbit that you are forced with old system.We deliver the new and better system,3666,1,474,2010-08-26,2010-08-27,/products/2018/06/11/d.jpg
228,DTG_Machine,Slug228,The retail veterans who once decided what to sell best prodcut in the world,4282,1,234,2010-08-27,2010-08-28,/products/2018/06/11/e.jpg
229,"Digital_T-Shirt_Printer,_5.5_kW",Slug229,The retail veterans who once decided what to sell best prodcut in the world,581,1,196,2010-08-28,2010-08-29,/products/2018/06/11/e.jpg
230,"Multicolor_T_Shirt_Printing_Machine,_Capacity:_50-100_Pieces/hour_And_60_Piece_Per_Hour",Slug230,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,710,1,328,2010-08-29,2010-08-30,/products/2018/06/11/d.jpg
231,"Digital_T-Shirt_Printing_Machine,_Capacity:_50-100_Pieces/Hour",Slug231,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,1892,1,331,2010-08-30,2010-08-31,/products/2018/06/11/b.jpg
232,T_Shirt_Printing_Machine,Slug232,Select and compare the latest features and innovations available in the new All other products.,2301,1,437,2010-08-31,2010-09-01,/products/2018/06/11/e.jpg
233,Digital_T_Shirt_Printing_Machine,Slug233,Solve the Problem and make your system better,3212,1,273,2010-09-01,2010-09-02,/products/2018/06/11/c.jpg
234,Mutoh_Valuejet_1604WX,Slug234,Solve the Problem and make your system better,1642,1,219,2010-09-02,2010-09-03,/products/2018/06/11/i.jpg
235,T-_Shirt_screen_printing_Machine,Slug235,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,470,1,197,2010-09-03,2010-09-04,/products/2018/06/11/b.jpg
236,Digital_T-Shirt_Printing_Machine,Slug236,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,4118,1,205,2010-09-04,2010-09-05,/products/2018/06/11/c.jpg
237,Semi-Automatic_T-_Shirt_Printing_Machine,Slug237,The retail veterans who once decided what to sell best prodcut in the world,814,1,340,2010-09-05,2010-09-06,/products/2018/06/11/g.jpg
238,Readymade_Patiala,Slug238,Select and compare the latest features and innovations available in the new All other products.,307,1,247,2010-09-06,2010-09-07,/products/2018/06/11/f.jpg
239,Kids_Shirts,Slug239,They are known for the performance and the quality.They Promise you best and always deliver.,3124,1,55,2010-09-07,2010-09-08,/products/2018/06/11/e.jpg
240,Men_And_Women_Custom_Made_Garments,Slug240,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,2026,1,64,2010-09-08,2010-09-09,/products/2018/06/11/b.jpg
241,Readymade_Garments,Slug241,Solve the Problem and make your system better,3291,1,221,2010-09-09,2010-09-10,/products/2018/06/11/a.jpg
242,Readymade_Garments,Slug242,This Company has the top of line product which gives you 4 to 10 years warrenty. They also got national award,3043,1,199,2010-09-10,2010-09-11,/products/2018/06/11/g.jpg
243,Readymade_Dress,Slug243,Select and compare the latest features and innovations available in the new All other products.,2787,1,201,2010-09-11,2010-09-12,/products/2018/06/11/f.jpg
244,Readymade_Garments,Slug244,Change the old habbit that you are forced with old system.We deliver the new and better system,1863,1,318,2010-09-12,2010-09-13,/products/2018/06/11/a.jpg
